Sim,https://santander.com.br
Sim,https://santander.com.br/atendimento-para-voce/simuladores/simulador-credito-imobiliario
Sim,https://santander.com.br/atendimento-para-voce/acesso-nao-correntista
Sim,https://santander.com.br/atendimento-para-voce/boletos
Não,https://santander.com.br/atendimento-para-voce/internet-banking
Sim,https://santander.com.br/atendimento-para-voce/fale-com-o-santander
Não,https://santander.com.br/conversa-seguros-proteger-familia-preocupacao-pouco
Não,https://santander.com.br/atendimento-empresas/modelos-de-atendimento/negocios-direct
Não,https://santander.com.br/servicos-financeiros/solucoes-de-recebimento/recolhimento-de-valores
Não,https://santander.com.br/creditos-e-financiamentos-para-empresas/expansao-de-negocios/cartao-bndes
Não,https://santander.com.br/global-corporate-banking
Sim,https://santander.com.br/creditos-e-financiamentos/para-voce
Sim,https://santander.com.br/creditos-e-financiamentos
Sim,https://santander.com.br/creditos-e-financiamentos-para-empresas
Não,https://santander.com.br/investimentos-e-previdencia/reserva-de-emergencia
Não,https://santander.com.br/investimentos-e-previdencia/investimentos-private-banking
Sim,https://santander.com.br/investimentos-e-previdencia
Não,https://santander.com.br/conta-corrente-pessoa-fisica/servicos/contamax-pf
Não,https://santander.com.br/creditos-e-financiamentos-para-empresas/antecipacao-de-recebiveis/desconto-de-duplicatas
Não,https://santander.com.br/comercio-exterior-e-cambio/cambio/cambio-futuro
Não,https://santander.com.br/comercio-exterior-e-cambio/servicos-internacionais/assinatura-digital
Sim,https://santander.com.br/getnet
Não,https://santander.com.br/seguros/assistencia-24-horas
Sim,https://santander.com.br/institucional-santander
Não,https://santander.com.br/investimentos/produtos-da-corretora
Não,https://santander.com.br/institucional-santander/fornecedores
Não,https://santander.com.br/institucional-santander/cultura/o-que-voce-encontra
Não,https://santander.com.br/cartoes-descontinuados
Sim,https://santander.com.br/campanhas/microcredito
Sim,https://santander.com.br/cambio/moeda-estrangeira-em-especie
Sim,https://santander.com.br/creditos-e-financiamentos/para-veiculos-e-maquinas/financiamento-de-veiculos
Sim,https://santander.com.br/creditos-e-financiamentos/para-voce/credito-com-veiculo-como-garantia
Não,https://santander.com.br/agronegocio/protecao-para-os-seus-negocios/seguro-colheita-protegida
Sim,https://santander.com.br/creditos-e-financiamentos/para-voce/credito-pessoal
Não,https://santander.com.br/analise-economica/relatorio-diario-de-economia-e-mercados
Sim,https://santander.com.br/conheca-novo-site
Não,https://santander.com.br/campanhas/seguro-protecao-residencial-sl-apartamento
Não,https://santander.com.br/campanhas/seguro-protecao-residencial-25off-para-minha-casa
Sim,https://santander.com.br/investimentos-e-previdencia/fundos-imobiliarios
Não,https://santander.com.br/investimentos-e-previdencia/carteira-perfil-moderado
Não,https://santander.com.br/conta-pessoa-juridica/santander-mais-gestao
Não,https://santander.com.br/investimentos-e-previdencia/etfs
Não,https://santander.com.br/investimentos-e-previdencia/opcoes
Sim,https://santander.com.br/capitalizacao/din-din-do-milhao
Não,https://santander.com.br/campanhas-financeira
Não,https://santander.com.br/campanhas/conta-ole
Não,https://santander.com.br/universidades/emprego
Não,https://santander.com.br/sustentabilidade/gestao-de-atividades/construcao-sustentavel
Sim,https://santander.com.br/campanhas/acesso-wifi
Não,https://santander.com.br/amigodevalor/educar-transformar
Sim,https://santander.com.br/consorcio
Não,https://santander.com.br/sustentabilidade/negocios-socioambientais/empreendedorismo
Não,https://santander.com.br/creditos-e-financiamentos/para-voce/portabilidade-credito-consignado
Não,https://santander.com.br/campanhas/seguros
Sim,https://santander.com.br/capitalizacao
Não,https://santander.com.br/sustentabilidade/noticias/resultados-historicos
Sim,https://santander.com.br/educacao-financeira/tem-um-plano-definido
Sim,https://santander.com.br/seguros/seguro-viagem/como-contratar
Sim,https://santander.com.br/campanhas/marinha
Sim,https://santander.com.br/campanhas/renegociacao-sem-alcada-pessoa-juridica
Não,https://santander.com.br/sustentabilidade/central-de-resultados
Sim,https://santander.com.br/campanhas/pais
Não,https://santander.com.br/seguros/para-cartao/seguro-cartao-mais
Sim,https://santander.com.br/campanhas/pais/cartoes
Sim,https://santander.com.br/campanhas/pais/veiculos
Sim,https://santander.com.br/campanhas/pais/seguros
Sim,https://santander.com.br/investimentos
Não,https://santander.com.br/cartoes-santander/solucoes-de-pagamento/parcelamento-de-fatura
Não,https://santander.com.br/educacao-financeira
Não,https://santander.com.br/amigodevalor/transformando-realidades
Não,https://santander.com.br/tjsp
Não,https://santander.com.br/seguros/para-voce/seguro-funeral
Sim,https://santander.com.br/cartoes-correspondentes-bancarios
Não,https://santander.com.br/servicos-financeiros/solucoes-de-recebimento/debito-automatico
Não,https://santander.com.br/servicos-financeiros/folha-de-pagamentos
Sim,https://santander.com.br/servicos-financeiros/solucoes-para-gestao-de-caixa/conta-escrow
Não,https://santander.com.br/sustainability/employees/health-and-safety
Sim,https://santander.com.br/seguros/para-voce/seguro-renda-medicos
Não,https://santander.com.br/ofertas-publicas/material-publicitario/rumo-sa
Não,https://santander.com.br/cartoes-pessoa-juridica/gestao-de-negocios
Sim,https://santander.com.br/consorcio-portal-consorciado
Não,https://santander.com.br/sustentabilidade/noticias/santander-sustentavel-mundo-dow-jones
Não,https://santander.com.br/sustentabilidade/noticia/adolescentes-encontram-uma-estrela-guia
Sim,https://santander.com.br/campanhas/universidades
Sim,https://santander.com.br/educacao-financeira/nome-negativado
Não,https://santander.com.br/educacao-financeira/negociacao-orientacao
Sim,https://santander.com.br/educacao-financeira/decimo-terceiro-salario
Não,https://santander.com.br/agronegocio/protecao-para-os-seus-negocios/seguro-granizo
Sim,https://santander.com.br/agronegocio/financiamentos-do-bndes/moderfrota
Não,https://santander.com.br/agronegocio/protecao-para-os-seus-negocios
Sim,https://santander.com.br/atendimento-para-voce/boletos/renegociacao-de-dividas
Não,https://santander.com.br/cartoes-santander/servicos-e-informacoes/cancelamento-de-compra
Sim,https://santander.com.br/cartao-credito-santander
Sim,https://santander.com.br/conta-pessoa-juridica
Não,https://santander.com.br/novas-regras-cheque-especial/quem-nao-recebe-salario-santander
Não,https://santander.com.br/comercio-exterior-e-cambio/exportacao/carta-de-credito-de-exportacao
Não,https://santander.com.br/comercio-exterior-e-cambio/importacao/carta-de-credito-de-importacao
Não,https://santander.com.br/comercio-exterior-e-cambio/servicos-internacionais/conta-internacional
Sim,https://santander.com.br/institucional-santander/seguranca/golpe-da-ajuda
Sim,https://santander.com.br/institucional-santander/seguranca/boletos-falsos
Sim,https://santander.com.br/educacao-financeira/ano-novo
Não,https://santander.com.br/lead/cc-aa-gold
Sim,https://santander.com.br/institucional-santander/
Não,https://santander.com.br/atendimento-empresas/modelos-de-atendimento/nucleos-atendimento-empresas/
Sim,https://santander.com.br/cartao-credito-santander?ic=header-cartoes
Sim,https://santander.com.br/cambio/moeda-estrangeira-em-especie/
Sim,https://santander.com.br/creditos-e-financiamentos/para-veiculos-e-maquinas
Não,https://santander.com.br/gestao-de-risco-financeiro/swaps/
Sim,https://santander.com.br/investimentos-e-previdencia/
Não,https://santander.com.br/investimentos/planejamento-para-12-meses/cdb-di#condicoes
Sim,https://santander.com.br/investimentos/
Não,https://santander.com.br/seguro-empresarial/para-emprestimo/seguro-capital-giro-protegido/
Não,https://santander.com.br/cartoes-santander/santander-pass/
Não,https://santander.com.br/cartoes-santander/solucoes-de-pagamento/total-parcelado/
Sim,https://santander.com.br/institucional-santander/cultura/
Não,https://santander.com.br/assessoria-financeira-e-mercado-de-capitais/ofertas-publicas/ofertas-concluidas
Não,https://santander.com.br/lead/cc-free
Não,https://santander.com.br/demais-cartoes
Não,https://santander.com.br/comercio-exterior-e-cambio/servicos-internacionais/cobranca-documentaria/
Sim,https://santander.com.br/creditos-e-financiamentos/para-veiculos-e-maquinas/financiamento-de-veiculos/
Não,https://santander.com.br/servicos-financeiros/solucoes-para-gestao-de-caixa/cash-balance/
Não,https://santander.com.br/servicos-financeiros/solucoes-de-recebimento/recolhimento-de-valores/
Sim,https://santander.com.br
Não,https://santander.com.br/atendimento-para-voce/simuladores/simulador-credito-imobiliario
Sim,https://santander.com.br/atendimento-para-voce/acesso-nao-correntista
Sim,https://santander.com.br/atendimento-para-voce/boletos
Sim,https://santander.com.br
Sim,https://santander.com.br
Sim,https://santander.com.br/atendimento-para-voce/simuladores/simulador-credito-imobiliario
